timestamp,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,bid_vol_sum,ask_vol_sum,mid_price,spread,obi,micro_price,future_mid,label
1768353133.708121,94852.51,3.69659,94852.52,0.0725,5.00172,0.09751,94852.515,0.010000000009313226,0.961755010070148,94852.51980764589,94864.225,1.0
1768353136.206419,94864.22,1.53905,94864.23,2.77044,1.57016,3.90353,94864.225,0.00999999999476131,-0.4262882991181452,94864.22357130426,94863.14499999999,0.0
1768353136.308537,94863.14,0.12678,94863.15,5.57943,0.15272,13.25623,94863.14499999999,0.00999999999476131,-0.9772211843582085,94863.140222179,94852.515,0.0
1768353141.807654,94852.51,3.04216,94852.52,1.40959,3.04523,1.43577,94852.515,0.010000000009313226,0.3591742914528008,94852.51683362723,94868.055,1.0
1768353142.409838,94868.05,0.37679,94868.06,4.22937,0.73979,4.23904,94868.055,0.00999999999476131,-0.7028257642859869,94868.05081801327,94861.405,0.0
1768353144.507818,94861.4,0.48697,94861.41,4.88357,0.84193,4.98746,94861.405,0.010000000009313226,-0.7111430183947206,94861.40090674307,94863.055,1.0
1768353147.007838,94863.05,0.5492,94863.06,2.86667,0.61593,3.26959,94863.055,0.00999999999476131,-0.6829613539500504,94863.05160778952,94860.955,0.0
1768353147.108243,94860.95,0.0003,94860.96,5.74909,0.00635,13.29028,94860.955,0.010000000009313226,-0.9990448707680067,94860.95000052179,94855.64499999999,0.0
1768353147.407939,94855.64,0.0282,94855.65,5.96514,0.38174,6.11072,94855.64499999999,0.00999999999476131,-0.8824051284104947,94855.64004705222,94853.565,0.0
1768353149.507198,94853.56,1.1377,94853.57,4.29512,1.16116,4.67855,94853.565,0.010000000009313226,-0.6023227180801788,94853.56209412424,94870.785,1.0
1768353198.806831,94870.78,4.96214,94870.79,0.31176,5.03018,0.38722,94870.785,0.00999999999476131,0.8570458153357698,94870.78940886252,94870.92499999999,1.0
1768353198.906814,94870.92,6.31519,94870.93,0.00241,8.77696,0.0580899999999999,94870.92499999999,0.00999999999476131,0.9868501027158872,94870.92999618525,94872.005,1.0
1768353199.007694,94872.0,5.77906,94872.01,0.0034,9.17505,0.02555,94872.005,0.00999999999476131,0.9944460143903656,94872.00999412015,94874.005,1.0
1768353199.106203,94874.0,3.93828,94874.01,0.00233,6.47237,0.00872,94874.005,0.00999999999476131,0.9973090946121717,94874.00999408719,94881.485,1.0
1768353200.60678,94881.48,6.51239,94881.49,0.00567,6.56933,0.01851,94881.485,0.010000000009313226,0.9943805556904842,94881.48999130109,94881.505,1.0
1768353200.706971,94881.5,4.80553,94881.51,0.00187,5.85988,0.0148,94881.505,0.00999999999476131,0.9949614276862739,94881.50999611015,94887.995,1.0
1768353208.90743,94887.99,0.2309,94888.0,2.69338,0.24688,2.71676,94887.995,0.00999999999476131,-0.8333940694551295,94887.99078959606,94885.57500000001,0.0
1768353210.507949,94885.57,0.00367,94885.58,6.95255,0.01089,10.19571,94885.57500000001,0.00999999999476131,-0.9978660866498149,94885.57000527586,94884.515,0.0
1768353211.806931,94884.51,0.03479,94884.52,3.50994,0.04238,8.60594,94884.515,0.010000000009313226,-0.9901992525715978,94884.51009814569,94872.485,0.0
1768353219.60654,94872.48,2.72153,94872.49,1.27125,2.74008,2.70361,94872.485,0.010000000009313226,0.0066994997878277425,94872.48681612812,94872.67499999999,1.0
