timestamp,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,bid_vol_sum,ask_vol_sum,mid_price,spread,obi,micro_price,future_mid,label
1768353133,94852.51,2.68869,94852.52,1.39911,4.57796,1.42406,94852.515,0.010000000009313226,0.5254730907261222,94852.51657735213,94864.225,1.0
1768353133,94852.51,2.68863,94852.52,1.377,4.61809,1.40195,94852.515,0.010000000009313226,0.5342389751563111,94852.51661307104,94864.225,1.0
1768353134,94852.51,2.68863,94852.52,1.40092,4.61809,1.42587,94852.515,0.010000000009313226,0.5281669633816239,94852.51657439081,94864.225,1.0
1768353134,94852.51,2.68863,94852.52,1.61585,4.61809,1.6408,94852.515,0.010000000009313226,0.47568977885855157,94852.51624612033,94864.225,1.0
1768353134,94852.51,3.69659,94852.52,0.0725,5.00172,0.09751,94852.515,0.010000000009313226,0.961755010070148,94852.51980764589,94864.225,1.0
1768353136,94864.22,1.48066,94864.23,2.78842,1.55111,3.93911,94864.225,0.00999999999476131,-0.43495524769499216,94864.22346833508,94863.14499999999,0.0
1768353136,94864.22,1.48066,94864.23,2.78842,1.55111,3.92117,94864.225,0.00999999999476131,-0.4331028383050575,94864.22346833508,94852.515,0.0
1768353136,94864.22,1.53899,94864.23,2.77044,1.60944,3.90353,94864.225,0.00999999999476131,-0.4161259720259678,94864.22357121477,94852.515,0.0
1768353136,94864.22,1.53905,94864.23,2.77044,1.6095,3.90353,94864.225,0.00999999999476131,-0.41611055989174744,94864.22357130426,94852.515,0.0
1768353136,94864.22,1.53905,94864.23,2.77044,1.57016,3.90353,94864.225,0.00999999999476131,-0.4262882991181452,94864.22357130426,94852.515,0.0
1768353136,94863.14,0.12678,94863.15,5.57943,0.15272,13.25623,94863.14499999999,0.00999999999476131,-0.9772211843582085,94863.140222179,94852.515,0.0
1768353141,94852.51,3.0421,94852.52,1.48152,3.04517,1.5077,94852.515,0.010000000009313226,0.337692488474303,94852.51672492384,94868.055,1.0
1768353142,94852.51,3.04216,94852.52,1.48158,3.04523,1.50776,94852.515,0.010000000009313226,0.33768358814756894,94852.51672487809,94868.055,1.0
1768353142,94852.51,3.04216,94852.52,1.40959,3.04523,1.43583,94852.515,0.010000000009313226,0.3591560925316778,94852.51683362723,94868.055,1.0
1768353142,94852.51,3.04216,94852.52,1.40953,3.04523,1.43571,94852.515,0.010000000009313226,0.35919249086129246,94852.51683371932,94868.055,1.0
1768353142,94852.51,3.04216,94852.52,1.40959,3.04523,1.43577,94852.515,0.010000000009313226,0.3591742914528008,94852.51683362723,94868.055,1.0
1768353142,94868.05,0.63959,94868.06,3.82152,1.0081,3.84946,94868.055,0.00999999999476131,-0.584935646703283,94868.05143370149,94861.405,0.0
1768353142,94868.05,0.55282,94868.06,3.84522,0.92133,3.86625,94868.055,0.00999999999476131,-0.6151166142393443,94868.051256969,94861.405,0.0
1768353142,94868.05,0.37191,94868.06,3.92925,0.73515,3.93892,94868.055,0.00999999999476131,-0.6854347495865487,94868.05086467371,94861.405,0.0
1768353142,94868.05,0.37191,94868.06,4.22937,0.73503,4.23904,94868.055,0.00999999999476131,-0.7044553052128337,94868.05080827509,94861.405,0.0
1768353142,94868.05,0.37679,94868.06,4.22937,0.73979,4.23904,94868.055,0.00999999999476131,-0.7028257642859869,94868.05081801327,94861.405,0.0
1768353144,94861.4,0.48691,94861.41,4.88317,0.84175,4.97368,94861.405,0.010000000009313226,-0.710511518494763,94861.40090670902,94863.055,1.0
1768353144,94861.4,0.48691,94861.41,4.89691,0.84175,5.00038,94861.405,0.010000000009313226,-0.711834553493332,94861.40090439502,94863.055,1.0
1768353144,94861.4,0.48694,94861.41,4.89727,0.8419,5.0011,94861.405,0.010000000009313226,-0.7118261167208626,94861.40090438523,94863.055,1.0
1768353144,94861.4,0.48688,94861.41,4.89727,0.84172,5.00116,94861.405,0.010000000009313226,-0.7118818117092941,94861.40090428386,94863.055,1.0
1768353145,94861.4,0.48697,94861.41,4.88357,0.84193,4.98746,94861.405,0.010000000009313226,-0.7111430183947206,94861.40090674307,94863.055,1.0
1768353147,94863.05,3.60319,94863.06,2.69595,3.66773,3.86928,94863.055,0.00999999999476131,-0.026741373568563615,94863.05572013007,94860.955,0.0
1768353147,94863.05,3.60313,94863.06,2.69595,3.67371,3.86928,94863.055,0.00999999999476131,-0.025927384233573162,94863.0557200893,94855.64499999999,0.0
1768353147,94863.05,3.60313,94863.06,2.69589,3.6685,3.86916,94863.055,0.00999999999476131,-0.02662099378321655,94863.05572014376,94855.64499999999,0.0
1768353147,94863.05,3.60319,94863.06,2.69603,3.66856,3.06078,94863.055,0.00999999999476131,0.09031792122258647,94863.05572005741,94855.64499999999,0.0
1768353147,94863.05,0.5492,94863.06,2.86667,0.61593,3.26959,94863.055,0.00999999999476131,-0.6829613539500504,94863.05160778952,94853.565,0.0
1768353147,94860.95,0.0003,94860.96,5.74909,0.00635,13.29028,94860.955,0.010000000009313226,-0.9990448707680067,94860.95000052179,94853.565,0.0
1768353147,94855.64,0.75276,94855.65,5.33849,0.75916,11.73131,94855.64499999999,0.00999999999476131,-0.878441723970355,94855.64123580545,94853.565,0.0
1768353147,94855.64,0.67367,94855.65,5.97758,0.69279,6.13416,94855.64499999999,0.00999999999476131,-0.7970426032122689,94855.64101284722,94853.565,0.0
1768353147,94855.64,0.0282,94855.65,5.96514,0.38174,6.11072,94855.64499999999,0.00999999999476131,-0.8824051284104947,94855.64004705222,94853.565,0.0
1768353149,94853.56,0.7593,94853.57,4.20253,0.7827,4.62506,94853.565,0.010000000009313226,-0.7105270943976804,94853.56153028217,94870.785,1.0
1768353149,94853.56,0.7593,94853.57,4.20253,0.7827,4.62568,94853.565,0.010000000009313226,-0.7105602786786431,94853.56153028217,94870.785,1.0
1768353149,94853.56,0.7593,94853.57,4.20265,0.7827,4.62574,94853.565,0.010000000009313226,-0.7105634896569066,94853.56153024518,94870.785,1.0
1768353149,94853.56,0.7593,94853.57,4.20265,0.78264,4.62586,94853.565,0.010000000009313226,-0.7105888878616993,94853.56153024518,94870.785,1.0
1768353150,94853.56,1.1377,94853.57,4.29512,1.16116,4.67855,94853.565,0.010000000009313226,-0.6023227180801788,94853.56209412424,94870.785,1.0
1768353198,94870.78,4.96833,94870.79,0.31182,5.03637,0.38734,94870.785,0.00999999999476131,0.8571678795510822,94870.78940944858,94870.92499999999,1.0
1768353199,94870.78,4.96214,94870.79,0.31182,5.03018,0.38734,94870.785,0.00999999999476131,0.8570046811086992,94870.78940875546,94872.005,1.0
1768353199,94870.78,4.96214,94870.79,0.31182,5.03018,0.38734,94870.785,0.00999999999476131,0.8570046811086992,94870.78940875546,94874.005,1.0
1768353199,94870.78,4.96214,94870.79,0.31176,5.03018,0.38722,94870.785,0.00999999999476131,0.8570458153357698,94870.78940886252,94881.485,1.0
1768353199,94870.78,4.96214,94870.79,0.31176,5.03018,0.38722,94870.785,0.00999999999476131,0.8570458153357698,94870.78940886252,94881.485,1.0
1768353199,94870.92,6.31519,94870.93,0.00241,8.77696,0.05809,94870.92499999999,0.00999999999476131,0.9868501027158872,94870.92999618525,94881.485,1.0
1768353199,94872.0,5.77906,94872.01,0.0034,9.17505,0.02555,94872.005,0.00999999999476131,0.9944460143903656,94872.00999412015,94881.485,1.0
1768353199,94874.0,3.93828,94874.01,0.00233,6.47237,0.00872,94874.005,0.00999999999476131,0.9973090946121717,94874.00999408719,94881.485,1.0
1768353200,94881.48,6.50001,94881.49,0.00555,6.54461,0.01851,94881.485,0.010000000009313226,0.9943593900461976,94881.48999146881,94881.505,1.0
1768353200,94881.48,6.5062,94881.49,0.00561,6.55068,0.01851,94881.485,0.010000000009313226,0.9943646020285606,94881.4899913849,94887.995,1.0
1768353200,94881.48,7.43489,94881.49,0.00561,7.47937,0.01845,94881.485,0.010000000009313226,0.9950785695042027,94881.48999246018,94887.995,1.0
1768353201,94881.48,7.43489,94881.49,0.00561,7.49183,0.01845,94881.485,0.010000000009313226,0.995086734449315,94881.48999246018,94887.995,1.0
1768353201,94881.48,6.51239,94881.49,0.00567,6.56933,0.01851,94881.485,0.010000000009313226,0.9943805556904842,94881.48999130109,94887.995,1.0
1768353201,94881.5,4.80553,94881.51,0.00187,5.85988,0.0148,94881.505,0.00999999999476131,0.9949614276862739,94881.50999611015,94887.995,1.0
1768353209,94887.99,0.44114,94888.0,2.65126,0.46787,2.66051,94887.995,0.00999999999476131,-0.70088672092265,94887.99142652955,94885.57500000001,0.0
1768353209,94887.99,0.56111,94888.0,2.65326,0.57719,2.68695,94887.995,0.00999999999476131,-0.6463448258959481,94887.99174562978,94885.57500000001,0.0
1768353209,94887.99,0.22599,94888.0,2.65323,0.24033,2.6871,94887.995,0.00999999999476131,-0.8358082003668746,94887.99078490009,94885.57500000001,0.0
1768353209,94887.99,0.23066,94888.0,2.65323,0.27145,2.67116,94887.995,0.00999999999476131,-0.8155039233877407,94887.99079982247,94885.57500000001,0.0
